t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step,lambda_in_factor
21,30,4,26,0,0,0,0.017391304347825938,0.02046035805626593,-0.003069053708439993,0.017391304347825938,0.02046035805626593,-0.003069053708439993,0.15043290043290045,1.1912973732500511,0.004062893758142725,1.1178289515884539
22,28,3,25,0,0,0,0.01694915254237274,0.019230769230769183,-0.002281616688396444,0.01694915254237274,0.019230769230769183,-0.002281616688396444,0.15043290043290045,1.2239318797046825,0.0039543423593591635,1.1226233703946868
23,19,5,14,0,0,0,0.016260162601625886,0.018604651162790652,-0.002344488561164766,0.016260162601625886,0.018604651162790652,-0.002344488561164766,0.15043290043290045,1.25540321023388,0.0038910545391220197,1.1273074364443936
24,18,3,15,0,0,0,0.015873015873015747,0.0179775280898876,-0.002104512216871853,0.015873015873015747,0.0179775280898876,-0.002104512216871853,0.15043290043290045,1.2843015631508612,0.0036922982648946775,1.1318769343942947
25,30,14,16,0,0,0,0.014285714285714185,0.01735357917570495,-0.003067864889990767,0.014285714285714185,0.01735357917570495,-0.003067864889990767,0.15043290043290045,1.3124431069020173,0.0036606168765752844,1.1363277520046668
26,21,4,17,0,0,0,0.013888888888888793,0.01673640167364013,-0.0028475127847513385,0.013888888888888793,0.01673640167364013,-0.0028475127847513385,0.15043290043290045,1.3404054080691006,0.0036712399681309922,1.140655883840082
27,18,5,13,0,0,0,0.01342281879194622,0.016293279022403226,-0.002870460230457006,0.01342281879194622,0.016293279022403226,-0.002870460230457006,0.15043290043290045,1.3655006735128512,0.0034456853191711483,1.1448574348740286
28,18,5,13,1,0,1,0.012987012987012903,0.01785714285714282,-0.004870129870129919,0.012987012987012903,0.01785714285714282,-0.004870129870129919,0.15043290043290045,1.388238238576068,0.003261322361941531,1.1489286239941718
29,26,4,22,0,0,0,0.012658227848101186,0.017110266159695783,-0.0044520383115945975,0.012658227848101186,0.017110266159695783,-0.0044520383115945975,0.15043290043290045,1.4097931373907462,0.0031858629197331284,1.152865787405101
30,23,3,20,0,0,0,0.012422360248447128,0.016483516483516453,-0.004061156235069325,0.012422360248447128,0.016483516483516453,-0.004061156235069325,0.15043290043290045,1.4314347095972888,0.0032262414076503045,1.1566653819254966
